codigo_ocorrencia,classificacao,tipo,localidade,uf,pais,aerodromo,dia_ocorrencia,horario,sera_investigada,comando_investigador,status_investigacao,numero_relatorio,relatorio_publicado,dia_publicacao,quantidade_recomendacoes,aeronaves_envolvidas,saida_pista,dia_extracao
34936,ACIDENTE,"FALHA DO MOTOR EM VOO",ITUPEVA,SP,BRASIL,****,2009-01-05,17:00:00,SIM,SERIPA-4,FINALIZADA,A-100/CENIPA/2012,1,2012-09-20,7,1,NULL,2016-07-30
48429,ACIDENTE,"POUSO SEM TREM","SANTA TEREZINHA DE ITAIPU",PR,BRASIL,****,2013-05-22,19:30:00,SIM,SERIPA-5,ATIVA,A-099/CENIPA/2013,NULL,NULL,0,1,NULL,2016-07-30
46093,ACIDENTE,"PANE SECA",ESPINOSA,MG,BRASIL,****,2012-07-06,13:40:00,SIM,SERIPA-3,ATIVA,A-597/CENIPA/2016,NULL,NULL,0,1,NULL,2016-07-30
46512,ACIDENTE,"PANE SECA",JABOTICABAL,SP,BRASIL,****,2012-10-25,15:00:00,SIM,SERIPA-4,FINALIZADA,"ENCERRADA NO RAI",NULL,NULL,0,1,NULL,2016-07-30
52971,ACIDENTE,"PERDA DE CONTROLE NO SOLO",JABOTICABAL,SP,BRASIL,SDJC,2015-01-24,20:00:00,***,SERIPA-4,NULL,NULL,NULL,NULL,0,1,NULL,2016-07-30
37235,ACIDENTE,"PERDA DE CONTROLE EM VOO",JACAREÍ,SP,BRASIL,****,2009-04-30,19:40:00,SIM,SERIPA-4,FINALIZADA,A-031/CENIPA/2013,1,2014-03-17,2,1,NULL,2016-07-30
33435,ACIDENTE,"FALHA DO MOTOR EM VOO",JACUPIRANGA,SP,BRASIL,****,2007-04-10,12:00:00,SIM,SERIPA-4,ATIVA,"A DEFINIR",NULL,NULL,0,1,NULL,2016-07-30
34915,ACIDENTE,"FALHA DO MOTOR EM VOO",JAGUARIÚNA,SP,BRASIL,****,2009-02-04,10:40:00,SIM,SERIPA-4,ATIVA,"A DEFINIR",NULL,NULL,0,1,NULL,2016-07-30
49479,ACIDENTE,"PERDA DE CONTROLE NO SOLO",JALES,SP,BRASIL,SDJL,2013-08-08,20:45:00,***,SERIPA-4,NULL,NULL,NULL,NULL,0,1,NULL,2016-07-30
53629,ACIDENTE,"FALHA DO MOTOR EM VOO",JALES,SP,BRASIL,SDJL,2015-12-08,10:20:00,SIM,SERIPA-4,ATIVA,A-162/CENIPA/2015,NULL,NULL,0,1,NULL,2016-07-30
44612,ACIDENTE,"MANOBRAS A BAIXA ALTURA","SÃO JOÃO DO CAIUÁ",PR,BRASIL,****,2011-05-03,13:30:00,SIM,SERIPA-5,ATIVA,"A DEFINIR",NULL,NULL,0,1,NULL,2016-07-30
52340,ACIDENTE,"PERDA DE CONTROLE EM VOO",FAMA,MG,BRASIL,****,2014-09-20,15:00:00,SIM,SERIPA-3,ATIVA,A-158/CENIPA/2014,NULL,NULL,0,1,NULL,2016-07-30
50333,ACIDENTE,"FALHA DO MOTOR EM VOO",JARINU,SP,BRASIL,****,2013-11-11,12:10:00,SIM,SERIPA-4,FINALIZADA,"A-205/CENIPA/2013 ",1,2016-03-18,1,1,NULL,2016-07-30
46630,ACIDENTE,"PERDA DE CONTROLE NO SOLO",JAÚ,SP,BRASIL,SDMV,2012-12-01,20:30:00,SIM,SERIPA-4,FINALIZADA,A-616/CENIPA/2014,1,2015-03-20,0,1,NULL,2016-07-30
31595,ACIDENTE,"PERDA DE CONTROLE EM VOO","PORTO SEGURO",BA,BRASIL,SNTZ,2008-01-08,13:45:00,SIM,SERIPA-2,FINALIZADA,A-065/CENIPA/2012,1,2012-07-03,4,1,NULL,2016-07-30
44660,ACIDENTE,"CFIT - COLISÃO EM VOO CONTROLADO COM O TERRENO","PORTO SEGURO",BA,BRASIL,****,2011-06-17,21:49:00,SIM,SERIPA-2,FINALIZADA,A-092/CENIPA/2012,1,2012-08-07,9,1,NULL,2016-07-30
52552,"INCIDENTE GRAVE","SAÍDA DE PISTA","PORTO SEGURO",BA,BRASIL,SBPS,2014-09-22,16:19:00,SIM,CENIPA,ATIVA,IG-159/CENIPA/2014,NULL,NULL,0,1,1,2016-07-30
37577,ACIDENTE,"COLISÃO EM VOO COM OBSTÁCULO","PORTO SEGURO",BA,BRASIL,****,2009-05-22,23:53:00,SIM,SERIPA-2,FINALIZADA,A-017/CENIPA/2010,1,2010-04-06,18,1,NULL,2016-07-30
48662,"INCIDENTE GRAVE","COM TREM DE POUSO","PORTO SEGURO",BA,BRASIL,SBPS,2013-05-23,19:10:00,SIM,SERIPA-2,FINALIZADA,IG-100/CENIPA/2013,1,2013-09-16,1,1,NULL,2016-07-30
46261,ACIDENTE,"COLISÃO EM VOO COM OBSTÁCULO","PORTO SEGURO",BA,BRASIL,SBPS,2012-08-08,18:50:00,SIM,SERIPA-2,FINALIZADA,A-042/CENIPA/2014,1,2014-06-09,1,1,NULL,2016-07-30
43390,ACIDENTE,"PANE SECA",PRADO,BA,BRASIL,****,2010-10-23,16:10:00,SIM,SERIPA-2,FINALIZADA,A-056/CENIPA/2011,1,2011-08-01,2,1,NULL,2016-07-30
33480,ACIDENTE,"PERDA DE CONTROLE EM VOO","SÃO JOSÉ DOS PINHAIS",PR,BRASIL,****,2007-02-25,20:00:00,SIM,SERIPA-5,FINALIZADA,A-053/CENIPA/2010,1,2008-01-30,1,1,NULL,2016-07-30
30316,ACIDENTE,"PERDA DE CONTROLE EM VOO","SÃO JOSÉ DOS PINHAIS",PR,BRASIL,****,2007-08-22,03:35:00,SIM,SERIPA-5,ATIVA,A-572/CENIPA/2016,NULL,NULL,0,1,NULL,2016-07-30
47698,"INCIDENTE GRAVE","COLISÃO EM VOO COM OBSTÁCULO","SÃO JOSÉ DOS PINHAIS",PR,BRASIL,SBCT,2013-04-16,02:45:00,SIM,SERIPA-5,ATIVA,IG-068/CENIPA/2013,NULL,NULL,0,1,NULL,2016-07-30
50513,"INCIDENTE GRAVE","COM TREM DE POUSO","SÃO JOSÉ DOS PINHAIS",PR,BRASIL,SBCT,2013-12-03,14:10:00,SIM,SERIPA-5,FINALIZADA,IG-212/CENIPA/2013,1,2014-06-16,0,1,NULL,2016-07-30
44888,"INCIDENTE GRAVE","FALHA DE SISTEMA / COMPONENTE","SÃO JOSÉ DOS PINHAIS",PR,BRASIL,SBCT,2011-07-15,17:00:00,SIM,CENIPA,FINALIZADA,"IG-532/CENIPA/2015 ",1,2016-06-03,11,1,NULL,2016-07-30
53105,"INCIDENTE GRAVE","CAUSADO POR FENÔMENO METEOROLÓGICO EM VOO","SÃO MIGUEL DO IGUAÇU",PR,BRASIL,****,2015-02-03,20:00:00,***,SERIPA-5,NULL,NULL,NULL,NULL,0,1,NULL,2016-07-30
46845,ACIDENTE,INDETERMINADA,FELIXLÂNDIA,MG,BRASIL,****,2012-12-08,19:56:00,***,SERIPA-3,NULL,NULL,NULL,NULL,0,1,NULL,2016-07-30
51418,ACIDENTE,"FALHA DO MOTOR EM VOO","JOSÉ BONIFÁCIO",SP,BRASIL,****,2014-01-21,14:30:00,SIM,SERIPA-4,ATIVA,A-017/CENIPA/2014,NULL,NULL,0,1,NULL,2016-07-30
28815,ACIDENTE,"FALHA DO MOTOR EM VOO",FERROS,MG,BRASIL,****,2007-04-07,12:30:00,SIM,SERIPA-3,ATIVA,"A DEFINIR",NULL,NULL,0,1,NULL,2016-07-30
29735,ACIDENTE,"COLISÃO COM PÁSSARO",JUNDIAÍ,SP,BRASIL,****,2007-07-01,03:00:00,SIM,SERIPA-4,ATIVA,"A DEFINIR",NULL,NULL,0,1,NULL,2016-07-30
53574,ACIDENTE,"FALHA DO MOTOR EM VOO",JUNDIAÍ,SP,BRASIL,****,2015-11-27,12:40:00,SIM,SERIPA-4,ATIVA,A-156/CENIPA/2015,NULL,NULL,0,1,NULL,2016-07-30
51536,"INCIDENTE GRAVE","PERDA DE CONTROLE NO SOLO",JUNDIAÍ,SP,BRASIL,SBJD,2014-06-06,16:38:00,SIM,SERIPA-4,ATIVA,IG-102/CENIPA/2014,NULL,NULL,0,1,1,2016-07-30
38055,ACIDENTE,"POUSO BRUSCO",JUNDIAÍ,SP,BRASIL,****,2009-07-07,15:40:00,SIM,SERIPA-4,FINALIZADA,A-073/CENIPA/2011,1,2011-08-29,5,1,NULL,2016-07-30
46188,"INCIDENTE GRAVE","PERDA DE CONTROLE NO SOLO",JUNDIAÍ,SP,BRASIL,SBJD,2012-07-29,14:46:00,SIM,SERIPA-4,ATIVA,"A DEFINIR",NULL,NULL,0,1,NULL,2016-07-30
46306,"INCIDENTE GRAVE","PERDA DE CONTROLE NO SOLO",JUNDIAÍ,SP,BRASIL,SBJD,2012-09-09,12:00:00,SIM,SERIPA-4,FINALIZADA,IG-182/CENIPA/2013,1,2014-01-08,0,1,NULL,2016-07-30
49478,ACIDENTE,"CAUSADO POR FENÔMENO METEOROLÓGICO NO SOLO",JUNDIAÍ,SP,BRASIL,SBJD,2013-08-17,12:15:00,***,SERIPA-4,NULL,NULL,NULL,NULL,0,1,NULL,2016-07-30
46181,"INCIDENTE GRAVE","PERDA DE CONTROLE NO SOLO",JUNDIAÍ,SP,BRASIL,SBJD,2012-07-23,18:55:00,SIM,SERIPA-4,ATIVA,"A DEFINIR",NULL,NULL,0,1,NULL,2016-07-30
47697,"INCIDENTE GRAVE","PERDA DE CONTROLE NO SOLO",JUNDIAÍ,SP,BRASIL,SBJD,2013-04-21,14:55:00,SIM,SERIPA-4,FINALIZADA,IG-075/CENIPA/2013,1,2014-04-28,0,1,NULL,2016-07-30
43814,ACIDENTE,"PANE SECA",JUNDIAÍ,SP,BRASIL,****,2011-02-04,20:30:00,SIM,SERIPA-4,ATIVA,"A DEFINIR",NULL,NULL,0,1,NULL,2016-07-30
45524,ACIDENTE,"PERDA DE CONTROLE NO SOLO",JUNDIAÍ,SP,BRASIL,SBJD,2012-02-07,16:10:00,SIM,SERIPA-4,FINALIZADA,A-597/CENIPA/2014,1,2014-10-14,0,1,1,2016-07-30
31857,ACIDENTE,"CORTE INVOLUNTÁRIO DO MOTOR",JUNDIAÍ,SP,BRASIL,****,2008-01-04,14:50:00,SIM,SERIPA-4,FINALIZADA,A-059/CENIPA/2011,1,2011-08-29,2,1,NULL,2016-07-30
53434,"INCIDENTE GRAVE","PERDA DE CONTROLE NO SOLO",JUNDIAÍ,SP,BRASIL,SBJD,2015-08-11,12:20:00,SIM,SERIPA-4,FINALIZADA,IG-111/CENIPA/2015,1,2016-06-23,0,1,1,2016-07-30
38815,ACIDENTE,"PERDA DE CONTROLE NO SOLO",JUNDIAÍ,SP,BRASIL,****,2009-12-20,21:10:00,SIM,SERIPA-4,FINALIZADA,A-573/CENIPA/2014,1,2014-08-22,0,1,1,2016-07-30
45757,ACIDENTE,"PERDA DE CONTROLE EM VOO",JUNDIAÍ,SP,BRASIL,SBJD,2012-04-20,20:20:00,SIM,SERIPA-4,FINALIZADA,A-050/CENIPA/2014,1,2014-08-15,2,1,NULL,2016-07-30
50753,ACIDENTE,"FALHA DO MOTOR EM VOO",JUNDIAÍ,SP,BRASIL,SBJD,2014-03-16,16:30:00,***,SERIPA-4,NULL,NULL,NULL,NULL,0,1,NULL,2016-07-30
34339,ACIDENTE,"PERDA DE CONTROLE NO SOLO",JUNDIAÍ,SP,BRASIL,****,2008-10-25,19:40:00,SIM,SERIPA-4,ATIVA,"A DEFINIR",NULL,NULL,0,1,NULL,2016-07-30
41155,ACIDENTE,"PERDA DE CONTROLE NO SOLO",JUNDIAÍ,SP,BRASIL,SBJD,2010-05-20,19:35:00,SIM,SERIPA-4,FINALIZADA,A-070/CENIPA/2012,1,2012-07-03,5,1,NULL,2016-07-30
49233,ACIDENTE,"FALHA DO MOTOR EM VOO",JUNDIAÍ,SP,BRASIL,SBJD,2013-08-03,15:24:00,SIM,SERIPA-4,ATIVA,A-140/CENIPA/2013,NULL,NULL,0,1,NULL,2016-07-30
41829,ACIDENTE,"FALHA DO MOTOR EM VOO",JUNDIAÍ,SP,BRASIL,SBJD,2010-06-29,19:20:00,SIM,SERIPA-4,FINALIZADA,A-506/CENIPA/2015,1,2015-07-21,2,1,1,2016-07-30
46434,ACIDENTE,"COLISÃO EM VOO COM OBSTÁCULO",JUQUIÁ,SP,BRASIL,****,2012-10-03,11:00:00,SIM,SERIPA-4,ATIVA,"A DEFINIR",NULL,NULL,0,1,NULL,2016-07-30
45292,"INCIDENTE GRAVE","COM TREM DE POUSO",FORMIGA,MG,BRASIL,****,2011-12-26,21:30:00,SIM,SERIPA-3,ATIVA,"A DEFINIR",NULL,NULL,0,1,NULL,2016-07-30
38875,ACIDENTE,"PERDA DE CONTROLE NO SOLO",FORMIGA,MG,BRASIL,****,2009-12-20,17:00:00,SIM,SERIPA-3,FINALIZADA,A-512/CENIPA/2015,1,2015-07-15,1,1,1,2016-07-30
47133,"INCIDENTE GRAVE","PERDA DE CONTROLE NO SOLO","RIACHÃO DAS NEVES",BA,BRASIL,SDDQ,2013-03-06,13:50:00,SIM,SERIPA-2,FINALIZADA,IG-047/CENIPA/2013,1,2014-04-16,0,1,NULL,2016-07-30
53166,"INCIDENTE GRAVE","OUTROS TIPOS","RIACHÃO DAS NEVES",BA,BRASIL,****,2015-03-24,14:45:00,SIM,SERIPA-2,FINALIZADA,IG-044/CENIPA/2015,1,2015-10-19,0,1,NULL,2016-07-30
53477,ACIDENTE,INDETERMINADA,LAVÍNIA,SP,BRASIL,****,2015-09-04,05:00:00,SIM,SERIPA-4,FINALIZADA,A-122/CENIPA/2015,1,2016-02-15,0,1,1,2016-07-30
53341,ACIDENTE,"PERDA DE CONTROLE EM VOO","SIQUEIRA CAMPOS",PR,BRASIL,NULL,2015-06-17,21:00:00,***,SERIPA-5,NULL,NULL,NULL,NULL,0,1,NULL,2016-07-30
49614,ACIDENTE,"COM TREM DE POUSO",LEME,SP,BRASIL,SDLL,2013-09-05,14:40:00,***,SERIPA-4,NULL,NULL,NULL,NULL,0,1,NULL,2016-07-30
53566,ACIDENTE,"POUSO EM LOCAL NÃO PREVISTO","LENÇÓIS PAULISTA",SP,BRASIL,****,2015-11-09,19:30:00,SIM,SERIPA-4,ATIVA,A-148/CENIPA/2015,NULL,NULL,0,1,NULL,2016-07-30
38379,"INCIDENTE GRAVE","PERDA DE CONTROLE NO SOLO","LENÇÓIS PAULISTA",SP,BRASIL,****,2009-08-08,17:15:00,SIM,SERIPA-4,ATIVA,"A DEFINIR",NULL,NULL,0,1,1,2016-07-30
45821,ACIDENTE,"COLISÃO EM VOO COM OBSTÁCULO","LENÇÓIS PAULISTA",SP,BRASIL,****,2012-05-01,17:15:00,SIM,SERIPA-4,FINALIZADA,A-172/CENIPA/2013,1,2013-12-30,2,1,NULL,2016-07-30
53111,ACIDENTE,"PERDA DE CONTROLE EM VOO",TAPIRA,PR,BRASIL,****,2015-02-05,10:40:00,SIM,SERIPA-5,FINALIZADA,A-019/CENIPA/2015,1,2015-11-16,1,1,NULL,2016-07-30
37815,ACIDENTE,"OUTROS TIPOS",LIMEIRA,SP,BRASIL,****,2009-06-06,17:00:00,SIM,SERIPA-4,ATIVA,"A DEFINIR",NULL,NULL,0,1,NULL,2016-07-30
38426,ACIDENTE,"FALHA DO MOTOR EM VOO",LIMEIRA,SP,BRASIL,****,2009-08-30,18:10:00,SIM,SERIPA-4,FINALIZADA,A-081/CENIPA/2011,1,2011-09-23,2,1,NULL,2016-07-30
45589,ACIDENTE,"PERDA DE CONTROLE EM VOO",LINS,SP,BRASIL,****,2012-03-02,17:34:00,SIM,SERIPA-4,ATIVA,"A DEFINIR",NULL,NULL,0,1,NULL,2016-07-30
52816,ACIDENTE,"FALHA DO MOTOR EM VOO",LINS,SP,BRASIL,****,2014-12-02,14:15:00,SIM,SERIPA-4,ATIVA,A-191/CENIPA/2014,NULL,NULL,0,1,NULL,2016-07-30
52831,ACIDENTE,"PERDA DE CONTROLE EM VOO","TERRA BOA",PR,BRASIL,****,2014-12-07,16:00:00,SIM,SERIPA-5,FINALIZADA,A-196/CENIPA/2014,1,2015-10-19,0,1,NULL,2016-07-30
50412,ACIDENTE,"OUTROS TIPOS","TERRA RICA",PR,BRASIL,****,2013-12-13,03:00:00,SIM,CENIPA,ATIVA,A-219/CENIPA/2013,NULL,NULL,0,1,NULL,2016-07-30
32284,"INCIDENTE GRAVE","PERDA DE CONTROLE EM VOO","TERRA RICA",PR,BRASIL,****,2008-04-17,11:20:00,SIM,SERIPA-5,ATIVA,IG-574/CENIPA/2016,NULL,NULL,0,1,NULL,2016-07-30
31255,ACIDENTE,"PERDA DE CONTROLE NO SOLO","TERRA ROXA",PR,BRASIL,****,2007-10-03,14:30:00,SIM,SERIPA-5,ATIVA,"A DEFINIR",NULL,NULL,0,1,1,2016-07-30
53269,"INCIDENTE GRAVE","COLISÃO EM VOO COM OBSTÁCULO","TERRA ROXA",PR,BRASIL,****,2015-05-05,11:30:00,SIM,SERIPA-5,FINALIZADA,IG-068/CENIPA/2015,1,2016-06-23,0,1,NULL,2016-07-30
48660,"INCIDENTE GRAVE","COM TREM DE POUSO",SALVADOR,BA,BRASIL,SBSV,2013-05-24,10:30:00,SIM,SERIPA-2,FINALIZADA,IG-101/CENIPA/2013,1,2013-08-26,0,1,NULL,2016-07-30
29678,"INCIDENTE GRAVE","FALHA DE SISTEMA / COMPONENTE",SALVADOR,BA,BRASIL,SBSV,2007-03-19,17:30:00,SIM,SERIPA-2,ATIVA,"A DEFINIR",NULL,NULL,0,1,NULL,2016-07-30
49158,"INCIDENTE GRAVE","OUTROS TIPOS",SALVADOR,BA,BRASIL,SBSV,2013-07-26,22:34:00,SIM,CENIPA,ATIVA,IG-136/CENIPA/2013,NULL,NULL,0,1,NULL,2016-07-30
40169,"INCIDENTE GRAVE","COM TREM DE POUSO",SALVADOR,BA,BRASIL,SBSV,2009-12-26,19:11:00,SIM,SERIPA-2,ATIVA,IG-579/CENIPA/2016,NULL,NULL,0,1,NULL,2016-07-30
30036,"INCIDENTE GRAVE","FALHA DE SISTEMA / COMPONENTE",SALVADOR,BA,BRASIL,SBSV,2007-03-06,23:15:00,SIM,SERIPA-2,FINALIZADA,IG-591/CENIPA/2014,1,2014-10-14,0,1,1,2016-07-30
45800,"INCIDENTE GRAVE","COM TREM DE POUSO",SALVADOR,BA,BRASIL,SBSV,2012-04-30,20:25:00,SIM,SERIPA-2,ATIVA,IG-566/CENIPA/2016,NULL,NULL,0,1,NULL,2016-07-30
31129,ACIDENTE,"PERDA DE CONTROLE EM VOO",SALVADOR,BA,BRASIL,SBSV,2007-11-22,13:11:00,SIM,SERIPA-2,FINALIZADA,A-007/CENIPA/2011,1,2011-05-03,2,1,NULL,2016-07-30
49797,"INCIDENTE GRAVE","COM TREM DE POUSO",SALVADOR,BA,BRASIL,SBSV,2013-10-06,13:45:00,SIM,SERIPA-2,FINALIZADA,IG-177/CENIPA/2013,1,2014-04-28,0,1,NULL,2016-07-30
52992,"INCIDENTE GRAVE","COLISÃO COM AERONAVE NO SOLO",SALVADOR,BA,BRASIL,SBSV,2015-01-01,11:40:00,SIM,SERIPA-2,ATIVA,IG-001/CENIPA/2015,NULL,NULL,3,2,NULL,2016-07-30
44649,"INCIDENTE GRAVE","COM COMANDOS DE VOO",SALVADOR,BA,BRASIL,****,2011-06-20,17:20:00,SIM,SERIPA-2,ATIVA,IG-589/CENIPA/2016,NULL,NULL,0,1,NULL,2016-07-30
30535,ACIDENTE,"COM TREM DE POUSO",SALVADOR,BA,BRASIL,SBSV,2007-09-11,19:40:00,SIM,SERIPA-2,FINALIZADA,A-008/CENIPA/2012,1,2012-02-22,1,1,1,2016-07-30
44647,ACIDENTE,"COLISÃO COM PÁSSARO",SALVADOR,BA,BRASIL,SBSV,2011-06-18,19:07:00,SIM,SERIPA-2,FINALIZADA,A-115/CENIPA/2012,1,2012-10-17,5,1,NULL,2016-07-30
53332,"INCIDENTE GRAVE","FALHA DE SISTEMA / COMPONENTE",SALVADOR,BA,BRASIL,SBSV,2015-06-19,09:25:00,SIM,SERIPA-2,ATIVA,IG-091/CENIPA/2015,NULL,NULL,0,1,1,2016-07-30
53561,ACIDENTE,"PERDA DE CONTROLE EM VOO",SALVADOR,BA,BRASIL,****,2015-10-31,18:50:00,SIM,SERIPA-2,ATIVA,A-142/CENIPA/2015,NULL,NULL,0,1,NULL,2016-07-30
45048,ACIDENTE,"COLISÃO EM VOO COM OBSTÁCULO","TIJUCAS DO SUL",PR,BRASIL,****,2011-08-31,18:00:00,SIM,SERIPA-5,ATIVA,"A DEFINIR",NULL,NULL,0,1,NULL,2016-07-30
45891,"INCIDENTE GRAVE","COM TREM DE POUSO",TOLEDO,PR,BRASIL,SBTD,2012-05-23,11:35:00,SIM,SERIPA-5,FINALIZADA,IG-599/CENIPA/2014,1,2016-06-03,0,1,NULL,2016-07-30
52976,ACIDENTE,"PERDA DE CONTROLE EM VOO",TOLEDO,PR,BRASIL,SBTD,2015-01-04,22:04:00,SIM,SERIPA-5,FINALIZADA,"A-003/CENIPA/2015 ",0,2016-06-16,6,1,NULL,2016-07-30
43988,ACIDENTE,"PANE SECA","GOVERNADOR VALADARES",MG,BRASIL,****,2011-02-24,22:30:00,SIM,SERIPA-3,FINALIZADA,A-618/CENIPA/2014,1,2015-03-06,0,1,NULL,2016-07-30
31866,ACIDENTE,"PERDA DE CONTROLE EM VOO",LUIZIÂNIA,SP,BRASIL,****,2008-02-12,13:20:00,SIM,SERIPA-4,FINALIZADA,A-081/CENIPA/2012,1,2012-08-07,4,1,NULL,2016-07-30
53271,"INCIDENTE GRAVE","COM TREM DE POUSO",UMUARAMA,PR,BRASIL,****,2015-05-17,17:00:00,SIM,SERIPA-5,FINALIZADA,IG-074/CENIPA/2015,1,2016-06-23,0,1,NULL,2016-07-30
45939,ACIDENTE,"PERDA DE CONTROLE EM VOO",UMUARAMA,PR,BRASIL,****,2012-05-30,19:00:00,SIM,SERIPA-5,ATIVA,A-544/CENIPA/2016,NULL,NULL,0,1,NULL,2016-07-30
40147,ACIDENTE,"FALHA DE SISTEMA / COMPONENTE","UNIÃO DA VITÓRIA",PR,BRASIL,****,2010-04-08,14:20:00,SIM,SERIPA-5,FINALIZADA,A-016/CENIPA/2012,1,2012-02-22,3,1,1,2016-07-30
53557,ACIDENTE,"FALHA DO MOTOR EM VOO",GUARANÉSIA,MG,BRASIL,****,2015-10-18,20:30:00,***,SERIPA-3,NULL,NULL,NULL,NULL,0,1,NULL,2016-07-30
53547,ACIDENTE,"PERDA DE CONTROLE EM VOO",GUARANI,MG,BRASIL,****,2015-10-25,19:30:00,SIM,SERIPA-3,ATIVA,A-141/CENIPA/2015,NULL,NULL,0,1,NULL,2016-07-30
53487,ACIDENTE,"PERDA DE CONTROLE NO SOLO","SANTA RITA DE CÁSSIA",BA,BRASIL,****,2015-09-19,20:30:00,SIM,SERIPA-2,FINALIZADA,A-125/CENIPA/2015,1,2016-06-16,0,1,1,2016-07-30
51531,ACIDENTE,"FALHA DO MOTOR EM VOO",MAIRIPORÃ,SP,BRASIL,****,2014-06-07,14:50:00,SIM,SERIPA-4,FINALIZADA,A-105/CENIPA/2014,1,2015-10-19,0,1,NULL,2016-07-30
34500,ACIDENTE,"POUSO EM LOCAL NÃO PREVISTO","SANTA TERESINHA",BA,BRASIL,****,2008-11-07,09:30:00,SIM,SERIPA-4,ATIVA,"A DEFINIR",NULL,NULL,0,1,NULL,2016-07-30
53559,ACIDENTE,"PERDA DE CONTROLE EM VOO",GUARDA-MOR,MG,BRASIL,****,2015-11-10,21:04:00,SIM,CENIPA,ATIVA,A-149/CENIPA/2015,NULL,NULL,0,1,NULL,2016-07-30
45088,ACIDENTE,"PERDA DE CONTROLE EM VOO","MARABÁ PAULISTA",SP,BRASIL,****,2011-10-01,23:40:00,SIM,SERIPA-4,FINALIZADA,A-029/CENIPA/2013,1,2013-07-30,2,1,NULL,2016-07-30
51004,ACIDENTE,"PERDA DE CONTROLE EM VOO","SÃO DESIDÉRIO",BA,BRASIL,****,2014-04-22,19:45:00,SIM,SERIPA-2,FINALIZADA,A-080/CENIPA/2014,1,2015-04-24,2,1,NULL,2016-07-30
53165,"INCIDENTE GRAVE","COLISÃO EM VOO COM OBSTÁCULO","SÃO DESIDÉRIO",BA,BRASIL,****,2015-03-20,14:35:00,SIM,SERIPA-2,FINALIZADA,IG-041/CENIPA/2015,1,2015-11-16,0,1,NULL,2016-07-30
53468,ACIDENTE,"FALHA DO MOTOR EM VOO",MARIÁPOLIS,SP,BRASIL,****,2015-08-30,19:30:00,SIM,SERIPA-4,ATIVA,A-119/CENIPA/2015,NULL,NULL,0,1,NULL,2016-07-30
48772,ACIDENTE,"COM TREM DE POUSO",MARÍLIA,SP,BRASIL,SBML,2013-06-05,16:10:00,SIM,SERIPA-4,ATIVA,A-107/CENIPA/2013,NULL,NULL,0,1,NULL,2016-07-30
51022,"INCIDENTE GRAVE","PANE SECA",MARÍLIA,SP,BRASIL,****,2014-03-09,17:10:00,SIM,SERIPA-4,FINALIZADA,IG-051/CENIPA/2014,1,2014-10-14,0,1,NULL,2016-07-30
50693,ACIDENTE,"COM COMANDOS DE VOO",GURINHATÃ,MG,BRASIL,****,2012-10-04,18:00:00,***,SERIPA-3,NULL,NULL,NULL,NULL,0,1,NULL,2016-07-30
45799,ACIDENTE,"FALHA DO MOTOR EM VOO","SÃO SEBASTIÃO DO PASSÉ",BA,BRASIL,****,2012-04-27,12:40:00,SIM,SERIPA-2,FINALIZADA,A-107/CENIPA/2013,1,2014-08-15,1,1,NULL,2016-07-30
28617,ACIDENTE,"FALHA DO MOTOR EM VOO","SÃO SEBASTIÃO DO PASSÉ",BA,BRASIL,****,2007-03-14,16:55:00,SIM,SERIPA-2,FINALIZADA,A-040/CENIPA/2009,1,2009-07-31,10,1,NULL,2016-07-30
46704,ACIDENTE,"OUTROS TIPOS",IBIÁ,MG,BRASIL,****,2012-12-10,18:00:00,SIM,SERIPA-3,FINALIZADA,A-156/CENIPA/2013,1,2013-11-13,0,1,NULL,2016-07-30
45269,ACIDENTE,"PERDA DE CONTROLE NO SOLO",MIGUELÓPOLIS,SP,BRASIL,****,2011-11-11,15:30:00,SIM,SERIPA-4,ATIVA,"A DEFINIR",NULL,NULL,0,1,NULL,2016-07-30
43774,ACIDENTE,"FALHA DE SISTEMA / COMPONENTE",MIRACATU,SP,BRASIL,****,2011-01-31,12:30:00,SIM,SERIPA-4,FINALIZADA,A-522/CENIPA/2014,1,2014-07-21,1,1,NULL,2016-07-30
53572,ACIDENTE,"PERDA DE CONTROLE EM VOO",MIRACATU,SP,BRASIL,****,2015-11-17,15:55:00,SIM,SERIPA-4,ATIVA,A-154/CENIPA/2015,NULL,NULL,0,1,NULL,2016-07-30
44753,ACIDENTE,"PERDA DE CONTROLE EM VOO",MIRACATU,SP,BRASIL,****,2007-03-16,11:15:00,SIM,SERIPA-4,ATIVA,"A DEFINIR",NULL,NULL,0,1,NULL,2016-07-30
50838,ACIDENTE,"PERDA DE CONTROLE EM VOO",MIRACATU,SP,BRASIL,****,2013-12-03,13:15:00,SIM,SERIPA-4,ATIVA,"A DEFINIR",NULL,NULL,0,1,NULL,2016-07-30
46498,ACIDENTE,"PERDA DE CONTROLE EM VOO","SENTO SÉ",BA,BRASIL,****,2012-10-25,13:00:00,SIM,SERIPA-2,FINALIZADA,A-045/CENIPA/2014,1,2014-06-02,1,1,NULL,2016-07-30
53473,ACIDENTE,"FALHA ESTRUTURAL",MIRASSOL,SP,BRASIL,SDMH,2015-08-21,20:50:00,***,SERIPA-4,NULL,NULL,NULL,NULL,0,1,NULL,2016-07-30
