codigo_aeronave,codigo_ocorrencia,matricula,codigo_operador,equipamento,fabricante,modelo,tipo_motor,quantidade_motores,peso_maximo_decolagem,quantidade_assentos,ano_fabricacao,pais_registro,categoria_registro,categoria_aviacao,origem_voo,destino_voo,fase_operacao,tipo_operacao,nivel_dano,quantidade_fatalidades,dia_extracao
13344,46569,PRFAN,3992,AVIÃO,"NEIVA INDUSTRIA AERONAUTICA",EMB-721C,PISTÃO,1,1633,7,1977,BRASIL,TPP,PARTICULAR,****,****,CRUZEIRO,PRIVADA,SUBSTANCIAL,NULL,2016-07-30
13345,46570,PRMRG,5012,AVIÃO,"CESSNA AIRCRAFT",525B,JATO,2,6291,10,2007,BRASIL,TPX,"TÁXI AÉREO",SBFL,SBSP,POUSO,"TÁXI AÉREO",SUBSTANCIAL,NULL,2016-07-30
13346,46571,PUDGM,3992,ULTRALEVE,***,"FOX VECTOR V6",PISTÃO,1,420,2,2008,BRASIL,PET,EXPERIMENTAL,****,****,"OUTRA FASE",EXPERIMENTAL,DESTRUÍDA,1,2016-07-30
13347,46572,PPBPP,3992,AVIÃO,"PIPER AIRCRAFT",PA-34-220T,PISTÃO,2,2155,6,2001,BRASIL,TPP,PARTICULAR,SBBI,SSPB,POUSO,PRIVADA,SUBSTANCIAL,NULL,2016-07-30
13358,46584,PTVUF,3992,AVIÃO,EMBRAER,EMB-202A,PISTÃO,1,1800,1,2011,BRASIL,TPP,PARTICULAR,****,****,DECOLAGEM,AGRÍCOLA,SUBSTANCIAL,NULL,2016-07-30
13359,46585,PPHJQ,148,AVIÃO,"CIA AERONAUTICA PAULISTA",CAP-4,PISTÃO,1,587,2,1947,BRASIL,PRI,INSTRUÇÃO,SSCE,****,POUSO,INSTRUÇÃO,SUBSTANCIAL,NULL,2016-07-30
13361,46587,PTWFO,5625,AVIÃO,"BEECH AIRCRAFT",58,PISTÃO,2,2449,6,1980,BRASIL,ADE,"ADMINISTRAÇÃO DIRETA",SSDO,SBCG,"CORRIDA APÓS POUSO",POLICIAL,SUBSTANCIAL,NULL,2016-07-30
13361,52640,PTWFO,5625,AVIÃO,"BEECH AIRCRAFT",58,PISTÃO,2,2449,6,1980,BRASIL,ADE,"ADMINISTRAÇÃO DIRETA",SBCG,SBCG,POUSO,POLICIAL,SUBSTANCIAL,NULL,2016-07-30
13362,46588,PPZOE,3992,AVIÃO,"JULIO CESAR MANDELLI",EXCEL,PISTÃO,1,970,3,2010,BRASIL,PET,EXPERIMENTAL,****,****,INDETERMINADA,EXPERIMENTAL,DESTRUÍDA,2,2016-07-30
13363,46589,PUIRB,3992,ULTRALEVE,***,RV-9A,PISTÃO,1,750,2,2009,BRASIL,PET,EXPERIMENTAL,****,****,POUSO,EXPERIMENTAL,LEVE,1,2016-07-30
13365,46591,PRUTJ,4371,HELICÓPTERO,"ROBINSON HELICOPTER","R22 BETA",PISTÃO,1,621,2,1994,BRASIL,PRI,INSTRUÇÃO,SBJR,SBJR,MANOBRA,INSTRUÇÃO,DESTRUÍDA,2,2016-07-30
13366,46592,PTWIS,4062,AVIÃO,EMBRAER,EMB-810C,PISTÃO,2,2073,7,1980,BRASIL,TPX,"TÁXI AÉREO",****,****,"CORRIDA APÓS POUSO","TÁXI AÉREO",SUBSTANCIAL,NULL,2016-07-30
13367,46593,PTZRC,3992,AVIÃO,***,"COMP AIR CA-7",PISTÃO,1,1885,2,2007,BRASIL,PET,EXPERIMENTAL,****,****,POUSO,EXPERIMENTAL,SUBSTANCIAL,NULL,2016-07-30
13386,46612,PUATM,3992,ULTRALEVE,***,"FASCINATION D4",PISTÃO,1,395,2,2001,BRASIL,PET,EXPERIMENTAL,****,****,"CORRIDA APÓS POUSO",EXPERIMENTAL,LEVE,NULL,2016-07-30
13392,48876,PPPLE,3992,AVIÃO,"BEECH AIRCRAFT",58,PISTÃO,2,2449,6,1978,BRASIL,TPP,PARTICULAR,SDFD,SSTL,POUSO,PRIVADA,SUBSTANCIAL,NULL,2016-07-30
13400,47675,PTXXX3,1657,AVIÃO,"CESSNA AIRCRAFT",210N,PISTÃO,1,1700,6,0,BRASIL,***,***,****,****,INDETERMINADA,***,SUBSTANCIAL,NULL,2016-07-30
13404,46630,PTBMG,3992,AVIÃO,"CESSNA AIRCRAFT",180D,PISTÃO,1,1202,4,1961,BRASIL,TPP,PARTICULAR,SDBA,SDMV,"CORRIDA APÓS POUSO",PRIVADA,SUBSTANCIAL,NULL,2016-07-30
13405,46633,PPZGV,3992,AVIÃO,"IVAN MOLCHAN",GV-2,PISTÃO,1,430,2,1985,BRASIL,PET,EXPERIMENTAL,****,****,MANOBRA,EXPERIMENTAL,SUBSTANCIAL,NULL,2016-07-30
13409,52553,PTJTN,3992,AVIÃO,"BEECH AIRCRAFT",95-B55,PISTÃO,2,2310,6,1974,BRASIL,TPP,PARTICULAR,SNMZ,SDWV,"CORRIDA APÓS POUSO",PRIVADA,SUBSTANCIAL,NULL,2016-07-30
13451,46702,PTYSW,3992,HELICÓPTERO,"EUROCOPTER FRANCE","AS 350 BA",TURBOEIXO,1,2100,6,1994,BRASIL,TPP,PARTICULAR,SWNV,SWNV,POUSO,PRIVADA,SUBSTANCIAL,NULL,2016-07-30
13452,46703,PRRIG,3992,AVIÃO,"CESSNA AIRCRAFT",150M,PISTÃO,1,726,2,1976,BRASIL,TPP,PARTICULAR,SNJR,SNRZ,"NAVEGAÇÃO A BAIXA ALTURA",PRIVADA,SUBSTANCIAL,NULL,2016-07-30
13453,46704,PTIMJ,3992,AVIÃO,"CESSNA AIRCRAFT",182P,PISTÃO,1,1338,4,1973,BRASIL,TPP,PARTICULAR,****,****,POUSO,PRIVADA,DESTRUÍDA,NULL,2016-07-30
13457,46708,PTUNF,4926,AVIÃO,"NEIVA INDUSTRIA AERONAUTICA",EMB-202,PISTÃO,1,1800,1,2002,BRASIL,SAE-AG,AGRÍCOLA,****,****,DECOLAGEM,AGRÍCOLA,SUBSTANCIAL,NULL,2016-07-30
13458,46710,PUZFL,3992,ULTRALEVE,***,FLOPES,PISTÃO,1,477,2,2003,BRASIL,PET,EXPERIMENTAL,****,****,CRUZEIRO,EXPERIMENTAL,SUBSTANCIAL,1,2016-07-30
13459,46712,PTVKO,3992,AVIÃO,"NEIVA INDUSTRIA AERONAUTICA",EMB-720D,PISTÃO,1,1633,7,1989,BRASIL,TPP,PARTICULAR,SBJC,SIPY,DECOLAGEM,PRIVADA,SUBSTANCIAL,NULL,2016-07-30
13472,46734,PRIJU,4272,HELICÓPTERO,"ROBINSON HELICOPTER","R22 BETA",PISTÃO,1,622,2,2011,BRASIL,PRI,INSTRUÇÃO,SBMT,SBMT,DECOLAGEM,INSTRUÇÃO,SUBSTANCIAL,NULL,2016-07-30
13473,46735,PRCRM,3992,AVIÃO,"BEECH AIRCRAFT",58,PISTÃO,2,2495,6,1998,BRASIL,TPP,PARTICULAR,SJCY,SJQI,POUSO,PRIVADA,SUBSTANCIAL,NULL,2016-07-30
13476,46748,PTVPM,3992,AVIÃO,"NEIVA INDUSTRIA AERONAUTICA",EMB-720D,PISTÃO,1,1633,6,1993,BRASIL,TPP,PARTICULAR,SBCY,SWRD,POUSO,PRIVADA,SUBSTANCIAL,NULL,2016-07-30
13478,46750,PTVVG,3992,AVIÃO,EMBRAER,EMB-202A,PISTÃO,1,1800,1,2012,BRASIL,TPP,PARTICULAR,****,****,"CORRIDA APÓS POUSO",AGRÍCOLA,SUBSTANCIAL,NULL,2016-07-30
13479,46751,PTGXN,3975,AVIÃO,"NEIVA INDUSTRIA AERONAUTICA",EMB-201A,PISTÃO,1,1800,1,1981,BRASIL,SAE-AG,AGRÍCOLA,SJDU,SJDU,DECOLAGEM,AGRÍCOLA,SUBSTANCIAL,1,2016-07-30
13480,46752,PTUVJ,3992,AVIÃO,EMBRAER,EMB-202A,PISTÃO,1,1800,1,2008,BRASIL,TPP,PARTICULAR,****,****,ESPECIALIZADA,AGRÍCOLA,SUBSTANCIAL,NULL,2016-07-30
13481,46753,PRAAV,1820,AVIÃO,"PIPER AIRCRAFT",PA-25-235,PISTÃO,1,1315,1,1966,BRASIL,SAE-AG,AGRÍCOLA,SDIO,SDIO,ESPECIALIZADA,AGRÍCOLA,SUBSTANCIAL,NULL,2016-07-30
13497,51435,PUXXX1,1657,ULTRALEVE,"MAULE AIRCRAFT",ULTRALEVE,PISTÃO,1,0,0,0,BRASIL,PET,EXPERIMENTAL,****,****,DECOLAGEM,EXPERIMENTAL,DESTRUÍDA,1,2016-07-30
13497,46780,PUXXX1,3992,ULTRALEVE,"MAULE AIRCRAFT",ULTRALEVE,PISTÃO,1,0,0,0,BRASIL,PEX,EXPERIMENTAL,****,****,"APROXIMAÇÃO FINAL",EXPERIMENTAL,DESTRUÍDA,1,2016-07-30
13497,53192,PUXXX1,3992,ULTRALEVE,"MAULE AIRCRAFT",ULTRALEVE,PISTÃO,1,0,0,0,BRASIL,PET,EXPERIMENTAL,SDNY,SNAU,INDETERMINADA,PRIVADA,DESTRUÍDA,1,2016-07-30
13508,48654,PTWCM,3821,AVIÃO,EMBRAER,EMB-110,TURBOÉLICE,2,5600,17,1974,BRASIL,TPX,"TÁXI AÉREO",SWNS,SBGR,POUSO,"TÁXI AÉREO",SUBSTANCIAL,NULL,2016-07-30
13518,53308,PRSDL,4693,AVIÃO,"BOEING COMPANY",737-3S3,JATO,2,63276,6,1988,BRASIL,TPN,"NÃO REGULAR",SBTE,SBSL,POUSO,"NÃO REGULAR",LEVE,NULL,2016-07-30
13519,46823,PTGSO,95,AVIÃO,"NEIVA INDUSTRIA AERONAUTICA",EMB-201A,PISTÃO,1,1800,1,1978,BRASIL,SAE-AG,AGRÍCOLA,****,****,INDETERMINADA,AGRÍCOLA,LEVE,NULL,2016-07-30
13522,46839,PPBRJ,1544,HELICÓPTERO,HELIBRAS,"AS 350 B3",TURBOEIXO,1,2250,6,2008,BRASIL,ADE,"ADMINISTRAÇÃO DIRETA",****,****,MANOBRA,POLICIAL,SUBSTANCIAL,NULL,2016-07-30
13523,46840,PRNAX,5582,AVIÃO,"PIPER AIRCRAFT",PA-28-181,PISTÃO,1,1157,4,2001,BRASIL,PRI,INSTRUÇÃO,****,****,"ARREMETIDA NO AR",INSTRUÇÃO,DESTRUÍDA,2,2016-07-30
13524,46841,PPPFC,3992,HELICÓPTERO,"ROBINSON HELICOPTER","R44 II",PISTÃO,1,1134,4,2010,BRASIL,TPP,PARTICULAR,SBJR,SDMS,"APROXIMAÇÃO FINAL",PRIVADA,SUBSTANCIAL,NULL,2016-07-30
13525,46842,PTZUR,3992,AVIÃO,"CLAIBER VIEIRA BORGES",RV-7A,PISTÃO,1,816,2,2012,BRASIL,PET,EXPERIMENTAL,****,****,MANOBRA,EXPERIMENTAL,DESTRUÍDA,2,2016-07-30
13526,46844,PTDJH,3992,AVIÃO,"CESSNA AIRCRAFT",182E,PISTÃO,1,1270,4,1962,BRASIL,TPP,PARTICULAR,SBJC,SNGU,"PARTIDA DO MOTOR",PRIVADA,SUBSTANCIAL,NULL,2016-07-30
13527,46845,PUIMG,3992,ULTRALEVE,"FABRICACAO PROPRIA",***,***,0,0,0,0,BRASIL,PET,EXPERIMENTAL,****,****,"NAVEGAÇÃO A BAIXA ALTURA",EXPERIMENTAL,SUBSTANCIAL,2,2016-07-30
13528,46846,PTFEM,3992,AVIÃO,"PIPER AIRCRAFT",PA-46R-350T,PISTÃO,1,1969,6,2011,BRASIL,TPP,PARTICULAR,SBJR,SBMT,DECOLAGEM,PRIVADA,***,2,2016-07-30
13529,46847,PTKEF,3992,AVIÃO,"ALLIANCE AIRCRAFT",HT-295,PISTÃO,1,1540,6,1973,BRASIL,TPP,PARTICULAR,****,****,INDETERMINADA,PRIVADA,SUBSTANCIAL,NULL,2016-07-30
13530,46850,PTVQO,3992,AVIÃO,EMBRAER,EMB-810D,PISTÃO,2,2155,6,1993,BRASIL,TPP,PARTICULAR,****,****,POUSO,PRIVADA,SUBSTANCIAL,NULL,2016-07-30
13532,46853,PPEPG,2356,AVIÃO,"NEIVA INDUSTRIA AERONAUTICA",EMB-810D,PISTÃO,2,2155,6,1997,BRASIL,ADE,"ADMINISTRAÇÃO DIRETA",SBJP,SNKB,POUSO,"NÃO REGULAR",SUBSTANCIAL,NULL,2016-07-30
13533,46854,PRJBN,2462,HELICÓPTERO,"BELL HELICOPTER",206B,TURBOEIXO,1,1451,5,2008,BRASIL,TPX,"TÁXI AÉREO",SDNP,SBMT,"NAVEGAÇÃO A BAIXA ALTURA","TÁXI AÉREO",DESTRUÍDA,1,2016-07-30
13534,46855,PTVYN,3992,AVIÃO,EMBRAER,EMB-202A,PISTÃO,1,1800,1,2012,BRASIL,TPP,PARTICULAR,****,****,POUSO,AGRÍCOLA,DESTRUÍDA,1,2016-07-30
13535,46856,PTOVE,3992,AVIÃO,"PIPER AIRCRAFT",PA-31T1,TURBOÉLICE,2,3946,7,1980,BRASIL,TPP,PARTICULAR,SBMG,SBBI,"PARTIDA DO MOTOR",PRIVADA,SUBSTANCIAL,NULL,2016-07-30
13536,46857,PRDUB,3992,HELICÓPTERO,"ROBINSON HELICOPTER",R66,TURBOEIXO,1,1225,5,2011,BRASIL,TPP,PARTICULAR,SBSJ,SJDO,CRUZEIRO,PRIVADA,DESTRUÍDA,2,2016-07-30
13539,46860,PTRIK,3992,AVIÃO,"NEIVA INDUSTRIA AERONAUTICA",EMB-720D,PISTÃO,1,1633,6,1980,BRASIL,TPP,PARTICULAR,****,****,DECOLAGEM,PRIVADA,SUBSTANCIAL,NULL,2016-07-30
13540,46861,PTVVH,1115,AVIÃO,EMBRAER,EMB-202A,PISTÃO,1,1800,1,2012,BRASIL,SAE,ESPECIALIZADA,****,****,DECOLAGEM,AGRÍCOLA,SUBSTANCIAL,NULL,2016-07-30
13543,46864,PPCOR,3992,AVIÃO,EMBRAER,EMB-500,JATO,2,4750,7,2011,BRASIL,TPP,PARTICULAR,SNYU,SNLF,POUSO,PRIVADA,LEVE,NULL,2016-07-30
13544,46865,PRJFN,3992,AVIÃO,MITSUBISHI,MU-2B-60,TURBOÉLICE,2,5250,9,1982,BRASIL,TPP,PARTICULAR,SBGO,****,POUSO,PRIVADA,SUBSTANCIAL,NULL,2016-07-30
13550,46872,PRSFS,3992,AVIÃO,"CIRRUS DESIGN",SR22,PISTÃO,1,1542,4,2008,BRASIL,TPP,PARTICULAR,SBLO,SSQZ,POUSO,PRIVADA,DESTRUÍDA,NULL,2016-07-30
13573,46900,N25283,3992,AVIÃO,"CESSNA AIRCRAFT",152,PISTÃO,1,1724,0,1978,"ESTADOS UNIDOS",TPP,PARTICULAR,****,****,DECOLAGEM,PRIVADA,LEVE,NULL,2016-07-30
13574,46901,N4489T,3992,AVIÃO,"PIPER AIRCRAFT",PA-34-200,PISTÃO,2,2073,0,0,"ESTADOS UNIDOS",TPP,PARTICULAR,****,****,"CORRIDA APÓS POUSO",PRIVADA,SUBSTANCIAL,NULL,2016-07-30
13581,46916,PTUIC,1566,AVIÃO,"NEIVA INDUSTRIA AERONAUTICA",EMB-202,PISTÃO,1,1800,1,1994,BRASIL,SAE-AG,AGRÍCOLA,SSOR,****,"NAVEGAÇÃO A BAIXA ALTURA",AGRÍCOLA,DESTRUÍDA,1,2016-07-30
13582,50511,PRHBE,4515,HELICÓPTERO,"EUROCOPTER FRANCE","AS 355 N",TURBOEIXO,2,2600,6,1993,BRASIL,TPX,"TÁXI AÉREO",****,****,PAIRADO,"TÁXI AÉREO",SUBSTANCIAL,NULL,2016-07-30
13582,46918,PRHBE,4515,HELICÓPTERO,"EUROCOPTER FRANCE","AS 355 N",TURBOEIXO,2,2600,6,1993,BRASIL,TPX,"TÁXI AÉREO",****,****,"APROXIMAÇÃO FINAL","TÁXI AÉREO",SUBSTANCIAL,NULL,2016-07-30
13588,46969,PPAJV,3992,AVIÃO,"BEECH AIRCRAFT",C90A,TURBOÉLICE,2,4763,8,2001,BRASIL,TPP,PARTICULAR,SBMG,SBSP,CRUZEIRO,PRIVADA,DESTRUÍDA,5,2016-07-30
13589,46972,PRFLP,2091,AVIÃO,"CESSNA AIRCRAFT",152,PISTÃO,1,757,2,1980,BRASIL,PRI,INSTRUÇÃO,SBFL,SDEN,POUSO,INSTRUÇÃO,SUBSTANCIAL,NULL,2016-07-30
13590,46973,PTCCE,3992,AVIÃO,"CESSNA AIRCRAFT",180G,PISTÃO,1,1272,4,1969,BRASIL,TPP,PARTICULAR,****,****,CRUZEIRO,PRIVADA,SUBSTANCIAL,NULL,2016-07-30
13592,46980,PUMBZ,3992,ULTRALEVE,***,"CONDOR MB",PISTÃO,1,498,2,1999,BRASIL,PET,EXPERIMENTAL,****,****,"APROXIMAÇÃO FINAL",EXPERIMENTAL,SUBSTANCIAL,NULL,2016-07-30
13600,47011,PRJJZ,3992,AVIÃO,"CIRRUS DESIGN",SR22,PISTÃO,1,1542,4,2007,BRASIL,TPP,PARTICULAR,SBBR,SINT,DECOLAGEM,PRIVADA,SUBSTANCIAL,NULL,2016-07-30
13601,47012,PRCEO,3992,AVIÃO,"CIRRUS DESIGN",SR22,PISTÃO,1,1542,4,2006,BRASIL,TPP,PARTICULAR,SWLC,SWWA,POUSO,PRIVADA,SUBSTANCIAL,NULL,2016-07-30
13602,47013,PTRXF,386,AVIÃO,"NEIVA INDUSTRIA AERONAUTICA",EMB-721D,PISTÃO,1,1633,6,1985,BRASIL,TPX,"TÁXI AÉREO",SWEK,SWDU,DECOLAGEM,"TÁXI AÉREO",SUBSTANCIAL,NULL,2016-07-30
13604,47015,PRPAD,4962,AVIÃO,"AIR TRACTOR",AT-502B,TURBOÉLICE,1,3629,1,2012,BRASIL,SAE-AG,AGRÍCOLA,SIPU,SIPU,DECOLAGEM,AGRÍCOLA,SUBSTANCIAL,NULL,2016-07-30
13605,47016,PPHKS,183,AVIÃO,AEROTEC,A-122-B,PISTÃO,1,840,2,0,BRASIL,PIN,INSTRUÇÃO,SSLA,****,"NAVEGAÇÃO A BAIXA ALTURA",PRIVADA,SUBSTANCIAL,NULL,2016-07-30
13606,47017,PTGTQ,89,AVIÃO,"NEIVA INDUSTRIA AERONAUTICA",EMB-201A,PISTÃO,1,1800,1,1978,BRASIL,SAE,ESPECIALIZADA,****,****,ESPECIALIZADA,AGRÍCOLA,SUBSTANCIAL,NULL,2016-07-30
13607,47018,PPZEG,3992,PLANADOR,***,"FALCON G3","SEM TRAÇÃO",0,340,1,1988,BRASIL,PEX,EXPERIMENTAL,****,****,"CIRCUITO DE TRÁFEGO",EXPERIMENTAL,SUBSTANCIAL,NULL,2016-07-30
13608,47019,PUEAS,3992,ULTRALEVE,"AEROALCOOL TECNOLOGIA LTDA","AA-155 QUASAR LITE II",PISTÃO,1,500,2,2012,BRASIL,PET,EXPERIMENTAL,****,****,INDETERMINADA,EXPERIMENTAL,SUBSTANCIAL,1,2016-07-30
13611,47023,PTROB,3992,AVIÃO,"NEIVA INDUSTRIA AERONAUTICA",EMB-711ST,PISTÃO,1,1315,4,1981,BRASIL,TPP,PARTICULAR,SDUB,****,DECOLAGEM,PRIVADA,SUBSTANCIAL,NULL,2016-07-30
13615,47047,PTGZM,1563,AVIÃO,"NEIVA INDUSTRIA AERONAUTICA",EMB-201A,PISTÃO,1,1800,1,1984,BRASIL,SAE-AG,AGRÍCOLA,****,****,ESPECIALIZADA,AGRÍCOLA,DESTRUÍDA,1,2016-07-30
13616,47048,PPGTI,147,AVIÃO,"NEIVA INDUSTRIA AERONAUTICA",56-C,PISTÃO,1,660,2,1960,BRASIL,PRI,INSTRUÇÃO,SDVH,****,DECOLAGEM,INSTRUÇÃO,SUBSTANCIAL,NULL,2016-07-30
13626,47102,PRIOD,4377,AVIÃO,"BOEING COMPANY",727-264,JATO,3,88360,5,1983,BRASIL,TPR,REGULAR,****,****,"CORRIDA APÓS POUSO",REGULAR,NENHUM,NULL,2016-07-30
13631,49117,PTITQ,3992,AVIÃO,"PIPER AIRCRAFT",PA-28R-200,PISTÃO,1,1202,4,1973,BRASIL,TPP,PARTICULAR,SWNV,SWNV,POUSO,PRIVADA,SUBSTANCIAL,NULL,2016-07-30
13639,47074,PRAEB,2676,AVIÃO,"PIPER AIRCRAFT",PA-36-375,PISTÃO,1,2177,1,1978,BRASIL,SAE,ESPECIALIZADA,****,****,DECOLAGEM,AGRÍCOLA,SUBSTANCIAL,NULL,2016-07-30
13641,47080,PRAJJ,2486,AVIÃO,PILATUS,PC-6/B2-H4,TURBOÉLICE,1,2800,8,2011,BRASIL,SAE,ESPECIALIZADA,****,****,SUBIDA,ESPECIALIZADA,NENHUM,NULL,2016-07-30
13642,47081,PRELP,3992,HELICÓPTERO,"ROBINSON HELICOPTER",R66,TURBOEIXO,1,1225,5,2011,BRASIL,TPP,PARTICULAR,SWNY,SWNY,CRUZEIRO,PRIVADA,SUBSTANCIAL,NULL,2016-07-30
13643,47082,PTUNW,462,AVIÃO,"NEIVA INDUSTRIA AERONAUTICA",EMB-202,PISTÃO,1,1800,1,2002,BRASIL,SAE-AG,AGRÍCOLA,****,****,ESPECIALIZADA,AGRÍCOLA,LEVE,NULL,2016-07-30
13663,47108,PRSLS,3992,AVIÃO,"CIRRUS DESIGN",SR22,PISTÃO,1,1542,4,2007,BRASIL,TPP,PARTICULAR,****,SBPC,DECOLAGEM,PRIVADA,DESTRUÍDA,2,2016-07-30
13664,47109,PRJDV,3992,AVIÃO,"CESSNA AIRCRAFT",T210R,PISTÃO,1,1860,6,1985,BRASIL,TPP,PARTICULAR,SNFE,SBUL,CRUZEIRO,PRIVADA,NENHUM,NULL,2016-07-30
13665,47110,PRTPL,3992,AVIÃO,"AIR TRACTOR",AT-502B,TURBOÉLICE,1,3629,1,2012,BRASIL,SAE-AG,AGRÍCOLA,****,****,DECOLAGEM,AGRÍCOLA,DESTRUÍDA,NULL,2016-07-30
13682,47132,PTNHB,3992,AVIÃO,"NEIVA INDUSTRIA AERONAUTICA",EMB-711C,PISTÃO,1,1202,4,1976,BRASIL,TPP,PARTICULAR,SNRU,SNRU,POUSO,PRIVADA,LEVE,NULL,2016-07-30
13683,47133,PRFSF,3992,AVIÃO,"AIR TRACTOR",AT-502B,TURBOÉLICE,1,2948,1,2007,BRASIL,TPP,PARTICULAR,SDDQ,****,POUSO,AGRÍCOLA,SUBSTANCIAL,NULL,2016-07-30
13684,47134,PTZHT,3992,AVIÃO,"CHELBER VICENTINI LILISCHKIES",RV-7,PISTÃO,1,816,2,2011,BRASIL,PET,EXPERIMENTAL,****,****,MANOBRA,EXPERIMENTAL,DESTRUÍDA,2,2016-07-30
13695,47154,PTTOR,3992,AVIÃO,"PIPER AIRCRAFT",PA-46R-350T,PISTÃO,1,1969,6,2009,BRASIL,TPP,PARTICULAR,SBCY,SSKW,DESCIDA,PRIVADA,SUBSTANCIAL,NULL,2016-07-30
13699,47158,PURHR,3992,ULTRALEVE,"ROMULO ARAUJO / HUGO FREIRE M JUNIOR","PARADISE P-1",PISTÃO,1,750,2,2011,BRASIL,PET,EXPERIMENTAL,****,****,POUSO,EXPERIMENTAL,SUBSTANCIAL,NULL,2016-07-30
13700,47159,PRRMF,311,AVIÃO,"CESSNA AIRCRAFT",152,PISTÃO,1,757,2,1981,BRASIL,PIN,INSTRUÇÃO,****,****,DECOLAGEM,INSTRUÇÃO,SUBSTANCIAL,NULL,2016-07-30
13723,47297,PTVVK,3992,AVIÃO,EMBRAER,EMB-202A,PISTÃO,1,1800,1,2012,BRASIL,TPP,PARTICULAR,****,****,POUSO,AGRÍCOLA,SUBSTANCIAL,NULL,2016-07-30
13724,47298,PUADB,3992,ULTRALEVE,"VECTOR ULTRALIGHT INDUSTRIA E COMERCIO","FOX V5 ADVANCED",PISTÃO,1,417,2,1996,BRASIL,PET,EXPERIMENTAL,****,****,POUSO,EXPERIMENTAL,SUBSTANCIAL,NULL,2016-07-30
13746,53223,PTUTT,859,AVIÃO,"NEIVA INDUSTRIA AERONAUTICA",EMB-202A,PISTÃO,1,1800,1,2005,BRASIL,SAE-AG,AGRÍCOLA,****,****,DECOLAGEM,AGRÍCOLA,SUBSTANCIAL,NULL,2016-07-30
13746,47351,PTUTT,859,AVIÃO,"NEIVA INDUSTRIA AERONAUTICA",EMB-202A,PISTÃO,1,1800,1,2005,BRASIL,SAE-AG,AGRÍCOLA,****,****,DECOLAGEM,AGRÍCOLA,SUBSTANCIAL,NULL,2016-07-30
13747,47353,PTRJH,3992,AVIÃO,"NEIVA INDUSTRIA AERONAUTICA",EMB-711ST,PISTÃO,1,1315,4,1980,BRASIL,TPP,PARTICULAR,SBSJ,SBTA,"CORRIDA APÓS POUSO",PRIVADA,SUBSTANCIAL,NULL,2016-07-30
13895,49615,PTIGA,3992,AVIÃO,"CESSNA AIRCRAFT",180C,PISTÃO,1,1202,4,1960,BRASIL,TPP,PARTICULAR,SJVO,SJVO,POUSO,PRIVADA,SUBSTANCIAL,NULL,2016-07-30
13905,52984,PTHVO,2189,HELICÓPTERO,"ROBINSON HELICOPTER","R22 BETA",PISTÃO,1,621,2,1990,BRASIL,PRI,INSTRUÇÃO,SJLY,SJLY,DECOLAGEM,INSTRUÇÃO,SUBSTANCIAL,NULL,2016-07-30
13934,47647,PPXDZ,3992,AVIÃO,***,"FALCAO AG-22",PISTÃO,1,1000,1,2000,BRASIL,PET,EXPERIMENTAL,****,****,DECOLAGEM,EXPERIMENTAL,SUBSTANCIAL,NULL,2016-07-30
13935,47648,PTOPU,912,AVIÃO,"PIPER AIRCRAFT",PA-25-235,PISTÃO,1,1315,1,1992,BRASIL,SAE,ESPECIALIZADA,SSKM,SSKM,DECOLAGEM,AGRÍCOLA,SUBSTANCIAL,NULL,2016-07-30
13936,47649,PTOMW,1742,AVIÃO,"PIPER AIRCRAFT",PA-25-235,PISTÃO,1,1315,1,1986,BRASIL,SAE,ESPECIALIZADA,SSKM,SSKM,DECOLAGEM,AGRÍCOLA,SUBSTANCIAL,NULL,2016-07-30
13937,47650,PUFMC,3992,ULTRALEVE,***,"BRAVO 700",PISTÃO,1,500,2,2004,BRASIL,PET,EXPERIMENTAL,****,****,ESPECIALIZADA,EXPERIMENTAL,DESTRUÍDA,1,2016-07-30
13938,47651,PUFAB,3992,ULTRALEVE,***,RV-9A,PISTÃO,1,735,2,2008,BRASIL,PET,EXPERIMENTAL,****,****,INDETERMINADA,EXPERIMENTAL,DESTRUÍDA,2,2016-07-30
13939,47652,PPSSS,3992,AVIÃO,"PIPER AIRCRAFT",PA-34-220T,PISTÃO,2,2155,6,2006,BRASIL,TPP,PARTICULAR,SBPA,SSLT,POUSO,PRIVADA,SUBSTANCIAL,NULL,2016-07-30
13943,47659,PTYST,2331,HELICÓPTERO,"ROBINSON HELICOPTER","R22 BETA",PISTÃO,1,621,2,1998,BRASIL,PRI,INSTRUÇÃO,****,****,MANOBRA,INSTRUÇÃO,SUBSTANCIAL,NULL,2016-07-30
13949,47665,PTUZH,776,AVIÃO,EMBRAER,EMB-202A,PISTÃO,1,1800,1,2010,BRASIL,SAE,ESPECIALIZADA,****,****,DECOLAGEM,PRIVADA,SUBSTANCIAL,NULL,2016-07-30
13966,47697,PRETJ,1821,AVIÃO,"CIRRUS DESIGN",SR20,PISTÃO,1,1360,4,2007,BRASIL,PRI,INSTRUÇÃO,SBJD,SBJD,TÁXI,INSTRUÇÃO,SUBSTANCIAL,NULL,2016-07-30
13967,47698,PRCFJ,5121,AVIÃO,"CESSNA AIRCRAFT",208B,TURBOÉLICE,1,3969,2,2006,BRASIL,TPX,"TÁXI AÉREO",****,****,"APROXIMAÇÃO FINAL","TÁXI AÉREO",LEVE,NULL,2016-07-30
